DCinputmux_stereoHW_AlgSigma3001.slew_mode	294
DCinputdemux_stereoAlgHWSlewSigma3001.slew_mode	295
SignalDetectAlgS3003.Accumulated_value	296
SignalDetectAlgS3003.time_constant	297
SignalDetectAlgS3003.counterdown	298
SignalDetectAlgS3003.threshold	299
CrossoverFilter2WayAlgDP_S3006.B2_0	300
CrossoverFilter2WayAlgDP_S3006.B1_0	301
CrossoverFilter2WayAlgDP_S3006.B0_0	302
CrossoverFilter2WayAlgDP_S3006.A2_0	303
CrossoverFilter2WayAlgDP_S3006.A1_0	304
CrossoverFilter2WayAlgDP_S3006.B2_1	305
CrossoverFilter2WayAlgDP_S3006.B1_1	306
CrossoverFilter2WayAlgDP_S3006.B0_1	307
CrossoverFilter2WayAlgDP_S3006.A2_1	308
CrossoverFilter2WayAlgDP_S3006.A1_1	309
CrossoverFilter2WayAlgDP_S3005.B2_0	310
CrossoverFilter2WayAlgDP_S3005.B1_0	311
CrossoverFilter2WayAlgDP_S3005.B0_0	312
CrossoverFilter2WayAlgDP_S3005.A2_0	313
CrossoverFilter2WayAlgDP_S3005.A1_0	314
CrossoverFilter2WayAlgDP_S3005.B2_1	315
CrossoverFilter2WayAlgDP_S3005.B1_1	316
CrossoverFilter2WayAlgDP_S3005.B0_1	317
CrossoverFilter2WayAlgDP_S3005.A2_1	318
CrossoverFilter2WayAlgDP_S3005.A1_1	319
CrossoverFilter2WayAlgDP_S3003.B2_0	320
CrossoverFilter2WayAlgDP_S3003.B1_0	321
CrossoverFilter2WayAlgDP_S3003.B0_0	322
CrossoverFilter2WayAlgDP_S3003.A2_0	323
CrossoverFilter2WayAlgDP_S3003.A1_0	324
CrossoverFilter2WayAlgDP_S3003.B2_1	325
CrossoverFilter2WayAlgDP_S3003.B1_1	326
CrossoverFilter2WayAlgDP_S3003.B0_1	327
CrossoverFilter2WayAlgDP_S3003.A2_1	328
CrossoverFilter2WayAlgDP_S3003.A1_1	329
CrossoverFilter2WayAlgDP_S3004.B2_0	330
CrossoverFilter2WayAlgDP_S3004.B1_0	331
CrossoverFilter2WayAlgDP_S3004.B0_0	332
CrossoverFilter2WayAlgDP_S3004.A2_0	333
CrossoverFilter2WayAlgDP_S3004.A1_0	334
CrossoverFilter2WayAlgDP_S3004.B2_1	335
CrossoverFilter2WayAlgDP_S3004.B1_1	336
CrossoverFilter2WayAlgDP_S3004.B0_1	337
CrossoverFilter2WayAlgDP_S3004.A2_1	338
CrossoverFilter2WayAlgDP_S3004.A1_1	339
ZeroCompareAlgSigma3003.output	340
EQS300Multi3.B2_1	341
EQS300Multi3.B1_1	342
EQS300Multi3.B0_1	343
EQS300Multi3.A2_1	344
EQS300Multi3.A1_1	345
CrossoverFilter2WayAlgDP_S3002.B2_0	346
CrossoverFilter2WayAlgDP_S3002.B1_0	347
CrossoverFilter2WayAlgDP_S3002.B0_0	348
CrossoverFilter2WayAlgDP_S3002.A2_0	349
CrossoverFilter2WayAlgDP_S3002.A1_0	350
CrossoverFilter2WayAlgDP_S3002.B2_1	351
CrossoverFilter2WayAlgDP_S3002.B1_1	352
CrossoverFilter2WayAlgDP_S3002.B0_1	353
CrossoverFilter2WayAlgDP_S3002.A2_1	354
CrossoverFilter2WayAlgDP_S3002.A1_1	355
CrossoverFilter2WayAlgDP_S3001.B2_0	356
CrossoverFilter2WayAlgDP_S3001.B1_0	357
CrossoverFilter2WayAlgDP_S3001.B0_0	358
CrossoverFilter2WayAlgDP_S3001.A2_0	359
CrossoverFilter2WayAlgDP_S3001.A1_0	360
CrossoverFilter2WayAlgDP_S3001.B2_1	361
CrossoverFilter2WayAlgDP_S3001.B1_1	362
CrossoverFilter2WayAlgDP_S3001.B0_1	363
CrossoverFilter2WayAlgDP_S3001.A2_1	364
CrossoverFilter2WayAlgDP_S3001.A1_1	365
DCinputmuxAlgSigma3001.inputs	366
TriangleWithPhaseGainAlgS3003.gain_0	368
TriangleWithPhaseGainAlgS3003.index_op_hi_0	369
TriangleWithPhaseGainAlgS3003.index_op_lo_0	370
TriangleWithPhaseGainAlgS3001.gain_0	371
TriangleWithPhaseGainAlgS3001.index_op_hi_0	372
TriangleWithPhaseGainAlgS3001.index_op_lo_0	373
DCinputmux_stereoHW_AlgSigma3001.vol0	374
DCinputmux_stereoHW_AlgSigma3001.vol1	375
DCinputmux_stereoHW_AlgSigma3001.vol2	376
DCinputmux_stereoHW_AlgSigma3001.cur0	377
DCinputmux_stereoHW_AlgSigma3001.cur1	378
DCinputmux_stereoHW_AlgSigma3001.cur2	379
DCinputmux_stereoHW_AlgSigma3001.cur3	380
DCinputdemux_stereoAlgHWSlewSigma3001.vol0	381
DCinputdemux_stereoAlgHWSlewSigma3001.vol1	382
DCinputdemux_stereoAlgHWSlewSigma3001.cur0	383
DCinputdemux_stereoAlgHWSlewSigma3001.cur1	384
SWGainOptADAU145XAlg1.gain	385
SWGainOptADAU145XAlg1.target	386
SWGainOptADAU145XAlg1.alpha	387
SWGainOptADAU145XAlg1.om_alpha	388
MuteSWSlewOptAlgADAU145X1.gain	389
MuteSWSlewOptAlgADAU145X1.mute	390
MuteSWSlewOptAlgADAU145X1.alpha	391
MuteSWSlewOptAlgADAU145X1.om_alpha	392
MuteSWSlewOptAlgADAU145X2.gain	393
MuteSWSlewOptAlgADAU145X2.mute	394
MuteSWSlewOptAlgADAU145X2.alpha	395
MuteSWSlewOptAlgADAU145X2.om_alpha	396
MuteSWSlewOptAlgADAU145X3.gain	397
MuteSWSlewOptAlgADAU145X3.mute	398
MuteSWSlewOptAlgADAU145X3.alpha	399
MuteSWSlewOptAlgADAU145X3.om_alpha	400
MuteSWSlewOptAlgADAU145X4.gain	401
MuteSWSlewOptAlgADAU145X4.mute	402
MuteSWSlewOptAlgADAU145X4.alpha	403
MuteSWSlewOptAlgADAU145X4.om_alpha	404
MuteSWSlewOptAlgADAU145X5.gain	405
MuteSWSlewOptAlgADAU145X5.mute	406
MuteSWSlewOptAlgADAU145X5.alpha	407
MuteSWSlewOptAlgADAU145X5.om_alpha	408
MuteSWSlewOptAlgADAU145X6.gain	409
MuteSWSlewOptAlgADAU145X6.mute	410
MuteSWSlewOptAlgADAU145X6.alpha	411
MuteSWSlewOptAlgADAU145X6.om_alpha	412
TriangleWithPhaseGainAlgS3003.inc	413
TriangleWithPhaseGainAlgS3003.triangle_table	414
TriangleWithPhaseGainAlgS3003.mask_tri	422
DCInpAlg145X10.value	424
DCInpAlg145X12.value	425
DCInpAlg145X13.value	426
DCInpAlg145X15.value	427
DCInpAlg145X16.value	428
DCInpAlg145X18.value	429
TriangleWithPhaseGainAlgS3001.inc	430
TriangleWithPhaseGainAlgS3001.triangle_table	431
TriangleWithPhaseGainAlgS3001.mask_tri	439
DCInpAlg145X6.value	441
DCInpAlg145X7.value	442
DCInpAlg145X8.value	443
DCInpAlg145X3.value	444
DCInpAlg145X4.value	445
DCInpAlg145X5.value	446
DCInpAlg145X1.value	447
DCInpAlg145X2.value	448
DCInpAlg145X14.value	449
EQS300Invert1.invert	450
EQS300Invert2.invert	451
TimerAlgExtSigma3004.enable	452
GainAlgNS145X2.gain	453
GainAlgNS145X3.gain	454
TimerAlgExtSigma3001.enable	455
TimerAlgExtSigma3002.enable	456
TimerAlgExtSigma3003.enable	457
SingleCtrlMixerS3003.gain	458
SingleCtrlMixerS3004.gain	461
MonoEnvelopePeakAlgS3004.hold	464
MonoEnvelopePeakAlgS3004.decay	465
MonoEnvelopePeakAlgS3004.held_val	466
MonoEnvelopePeakAlgS3004.hold_count	467
MonoEnvelopePeakAlgS3003.hold	468
MonoEnvelopePeakAlgS3003.decay	469
MonoEnvelopePeakAlgS3003.held_val	470
MonoEnvelopePeakAlgS3003.hold_count	471
MonoEnvelopePeakExtDecayAlgS3001.hold	472
MonoEnvelopePeakExtDecayAlgS3001.held_val	473
MonoEnvelopePeakExtDecayAlgS3001.hold_count	474
HardClipperAlgS3001.down	475
HardClipperAlgS3001.up	476
GainAlgNS145X1.gain	477
MonoEnvelopePeakAlgS3002.hold	478
MonoEnvelopePeakAlgS3002.decay	479
MonoEnvelopePeakAlgS3002.held_val	480
MonoEnvelopePeakAlgS3002.hold_count	481
MonoEnvelopePeakAlgS3001.hold	482
MonoEnvelopePeakAlgS3001.decay	483
MonoEnvelopePeakAlgS3001.held_val	484
MonoEnvelopePeakAlgS3001.hold_count	485
CrossoverFilter2WayAlgDP_S3006LowInvert	486
CrossoverFilter2WayAlgDP_S3005LowInvert	487
CrossoverFilter2WayAlgDP_S3003LowInvert	488
CrossoverFilter2WayAlgDP_S3004LowInvert	489
SingleCtrlMixerS3006.gain	490
SingleCtrlMixerS3007.gain	492
CrossoverFilter2WayAlgDP_S3002LowInvert	494
CrossoverFilter2WayAlgDP_S3001LowInvert	495
SingleCtrlMixerS3005.gain	496
SingleCtrlMixerS3001.gain	498
__DM0_PADDING__.__DM0_PADDING__	500
TimerAlgExtSigma3004.counter	24964
TimerAlgExtSigma3001.counter	24965
ExternalGainAlgSlew145X1.current	24966
ExternalGainAlgSlew145X1.slew_mode	24967
TimerAlgExtSigma3002.counter	24968
TimerAlgExtSigma3003.counter	24969
ExternalGainAlgSlew145X2.current	24970
ExternalGainAlgSlew145X2.slew_mode	24971
ExternalGainAlgSlew145X3.current	24972
ExternalGainAlgSlew145X3.slew_mode	24973
ExternalGainAlgSlew145X8.current	24974
ExternalGainAlgSlew145X8.slew_mode	24975
SuperBassAlgStereoS3001.Kgain	24976
SuperBassAlgStereoS3001.k	24977
SuperBassAlgStereoS3001.a6	24978
SuperBassAlgStereoS3001.a0	24979
SuperBassAlgStereoS3001.RMS	24980
SuperBassAlgStereoS3001.rms_zm1_hi	24981
SuperBassAlgStereoS3001.rms_zm1_lo	24982
SuperBassAlgStereoS3001.held_db_zm1	24983
SuperBassAlgStereoS3001.decay	24984
SuperBassAlgStereoS3001.PGgain	24985
SuperBassAlgStereoS3001.Post_Gain	24986
SuperBassAlgStereoS3001.Bgain	24987
SuperBassAlgStereoS3001.bypass	24988
ExternalGainAlgSlew145X5.current	24989
ExternalGainAlgSlew145X5.slew_mode	24990
LoudnessLHExtAlgS3001.right_out_low_zm11	24991
LoudnessLHExtAlgS3001.gain_right_hi_zm11	24992
LoudnessLHExtAlgS3001.right_out_hi_zm11	24993
LoudnessLHExtAlgS3001.right_out_low_zm13	24994
LoudnessLHExtAlgS3001.gain_right_hi_zm13	24995
LoudnessLHExtAlgS3001.right_out_hi_zm13	24996
ExternalGainAlgSlew145X6.current	24997
ExternalGainAlgSlew145X6.slew_mode	24998
CrossoverFilter2WayAlgDP_S3006.B2_2	24999
CrossoverFilter2WayAlgDP_S3006.B1_2	25000
CrossoverFilter2WayAlgDP_S3006.B0_2	25001
CrossoverFilter2WayAlgDP_S3006.A2_2	25002
CrossoverFilter2WayAlgDP_S3006.A1_2	25003
CrossoverFilter2WayAlgDP_S3006.B2_3	25004
CrossoverFilter2WayAlgDP_S3006.B1_3	25005
CrossoverFilter2WayAlgDP_S3006.B0_3	25006
CrossoverFilter2WayAlgDP_S3006.A2_3	25007
CrossoverFilter2WayAlgDP_S3006.A1_3	25008
CrossoverFilter2WayAlgDP_S3005.B2_2	25009
CrossoverFilter2WayAlgDP_S3005.B1_2	25010
CrossoverFilter2WayAlgDP_S3005.B0_2	25011
CrossoverFilter2WayAlgDP_S3005.A2_2	25012
CrossoverFilter2WayAlgDP_S3005.A1_2	25013
CrossoverFilter2WayAlgDP_S3005.B2_3	25014
CrossoverFilter2WayAlgDP_S3005.B1_3	25015
CrossoverFilter2WayAlgDP_S3005.B0_3	25016
CrossoverFilter2WayAlgDP_S3005.A2_3	25017
CrossoverFilter2WayAlgDP_S3005.A1_3	25018
CrossoverFilter2WayAlgDP_S3003.B2_2	25019
CrossoverFilter2WayAlgDP_S3003.B1_2	25020
CrossoverFilter2WayAlgDP_S3003.B0_2	25021
CrossoverFilter2WayAlgDP_S3003.A2_2	25022
CrossoverFilter2WayAlgDP_S3003.A1_2	25023
CrossoverFilter2WayAlgDP_S3003.B1_3	25024
CrossoverFilter2WayAlgDP_S3003.B0_3	25025
CrossoverFilter2WayAlgDP_S3003.A1_3	25026
CrossoverFilter2WayAlgDP_S3004.B2_2	25027
CrossoverFilter2WayAlgDP_S3004.B1_2	25028
CrossoverFilter2WayAlgDP_S3004.B0_2	25029
CrossoverFilter2WayAlgDP_S3004.A2_2	25030
CrossoverFilter2WayAlgDP_S3004.A1_2	25031
CrossoverFilter2WayAlgDP_S3004.B1_3	25032
CrossoverFilter2WayAlgDP_S3004.B0_3	25033
CrossoverFilter2WayAlgDP_S3004.A1_3	25034
CrossoverFilter2WayAlgDP_S3002.B2_2	25035
CrossoverFilter2WayAlgDP_S3002.B1_2	25036
CrossoverFilter2WayAlgDP_S3002.B0_2	25037
CrossoverFilter2WayAlgDP_S3002.A2_2	25038
CrossoverFilter2WayAlgDP_S3002.A1_2	25039
CrossoverFilter2WayAlgDP_S3002.B2_3	25040
CrossoverFilter2WayAlgDP_S3002.B1_3	25041
CrossoverFilter2WayAlgDP_S3002.B0_3	25042
CrossoverFilter2WayAlgDP_S3002.A2_3	25043
CrossoverFilter2WayAlgDP_S3002.A1_3	25044
CrossoverFilter2WayAlgDP_S3001.B2_2	25045
CrossoverFilter2WayAlgDP_S3001.B1_2	25046
CrossoverFilter2WayAlgDP_S3001.B0_2	25047
CrossoverFilter2WayAlgDP_S3001.A2_2	25048
CrossoverFilter2WayAlgDP_S3001.A1_2	25049
CrossoverFilter2WayAlgDP_S3001.B2_3	25050
CrossoverFilter2WayAlgDP_S3001.B1_3	25051
CrossoverFilter2WayAlgDP_S3001.B0_3	25052
CrossoverFilter2WayAlgDP_S3001.A2_3	25053
CrossoverFilter2WayAlgDP_S3001.A1_3	25054
__DM1_PADDING__.__DM1_PADDING__	25055
